title,link,n_cited,source,format,reference,authors
Deep‐learning‐based neural tissue segmentation of MRI in multiple sclerosis: effect of training set size,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7165037/,33,nih.gov,HTML,"PA Narayana, I Coronado, SJ Sujit… - Journal of Magnetic …, 2020 - Wiley Online Library","I Coronado, SJ Sujit"
